"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.553105678E0,5.472000122E0,1.099700069E1,-5.105400085E1,5.251083519E1
1.561108061E0,5.233000278E0,1.105700016E1,-5.228000259E1,5.369208709E1
1.569108764E0,4.192000389E0,1.114600086E1,-5.126900101E1,5.263379776E1
1.577107319E0,4.268000126E0,1.068700027E1,-5.271900177E1,5.396036460E1
1.585106889E0,4.965000153E0,9.009000778E0,-5.427900314E1,5.524512199E1
1.593104076E0,5.968000412E0,9.759000778E0,-5.216800308E1,5.340744958E1
1.601101459E0,6.046000481E0,1.078100014E1,-5.072200394E1,5.220637671E1
1.609102475E0,5.507000446E0,9.897000313E0,-5.227700424E1,5.348983868E1
1.617103803E0,3.447000265E0,8.961000443E0,-5.315300369E1,5.401317563E1
1.625107592E0,3.098000050E0,9.103000641E0,-5.415600204E1,5.500304339E1
1.633109389E0,4.708000183E0,8.622000694E0,-5.382900238E1,5.471805606E1
1.641113569E0,4.597000122E0,8.531000137E0,-5.215400314E1,5.304668149E1
1.649115873E0,4.526000023E0,9.424000740E0,-5.405500412E1,5.505669747E1
1.657118647E0,4.885000229E0,9.636000633E0,-5.495100403E1,5.600293367E1
1.665122045E0,4.777000427E0,9.634000778E0,-5.372200394E1,5.478765747E1
1.673125092E0,3.991000175E0,1.002200031E1,-5.249100113E1,5.358800026E1
1.681130365E0,3.697000265E0,9.084000587E0,-5.203900146E1,5.295511827E1
1.689134272E0,4.856000423E0,9.006000519E0,-5.316200256E1,5.413766990E1
1.697135990E0,4.755000114E0,9.355000496E0,-5.416800308E1,5.517516306E1
1.705136615E0,3.943000078E0,9.460000038E0,-5.393900299E1,5.490405171E1
1.713136772E0,4.811000347E0,9.839000702E0,-5.082100296E1,5.198774857E1
1.721138178E0,5.291000366E0,9.979000092E0,-5.049000168E1,5.173794929E1
1.729139311E0,5.673000336E0,1.047000027E1,-5.083000183E1,5.220625369E1
1.737138490E0,5.969000340E0,9.589000702E0,-5.038200378E1,5.163258859E1
1.745142319E0,5.302000046E0,8.597000122E0,-5.249400330E1,5.345689850E1
1.753145248E0,3.725000143E0,9.626000404E0,-5.326900101E1,5.425976390E1
1.761147397E0,1.797000051E0,1.053900051E1,-5.270200348E1,5.377546756E1
1.769149584E0,2.285000086E0,1.085800076E1,-5.304100418E1,5.418916433E1
1.777153100E0,2.731000185E0,1.053400040E1,-5.326600266E1,5.436626312E1
1.785153451E0,3.549000263E0,1.043500042E1,-5.260100174E1,5.374337188E1
1.793154272E0,5.070000172E0,1.048600006E1,-5.339300156E1,5.464863872E1
1.801154233E0,4.171000004E0,9.475000381E0,-5.494600296E1,5.591275449E1
1.809153608E0,4.255000114E0,8.852000237E0,-5.382700348E1,5.471571290E1
1.817153764E0,5.585000038E0,9.353000641E0,-5.272200394E1,5.383568097E1
1.825153373E0,4.825000286E0,1.028300095E1,-5.294400406E1,5.414876085E1
1.833151186E0,3.496000051E0,1.126100063E1,-5.126500320E1,5.260354271E1
