"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.348526664E0,-2.021600151E1,-2.061000109E0,-1.332180023E2,1.347589351E2
1.356530961E0,-1.947300148E1,-1.528000116E0,-1.325559998E2,1.339874085E2
1.364538110E0,-1.896500015E1,-2.668000221E0,-1.328890076E2,1.342619745E2
1.372541586E0,-1.953800011E1,-2.451000214E0,-1.331090088E2,1.345576050E2
1.380542680E0,-2.035900116E1,-2.527000189E0,-1.325460052E2,1.341242639E2
1.388542406E0,-2.031400108E1,-1.795000076E0,-1.329950104E2,1.345494461E2
1.396544125E0,-2.077000046E1,-1.568000078E0,-1.333280029E2,1.349452034E2
1.404543500E0,-2.071400070E1,-2.562000036E0,-1.326549988E2,1.342869404E2
1.412543383E0,-1.982700157E1,-1.649000049E0,-1.318830109E2,1.333752516E2
1.420544438E0,-1.899800110E1,-1.480000019E0,-1.322239990E2,1.335900459E2
1.428539946E0,-1.967100143E1,-2.650000095E0,-1.335540009E2,1.350208945E2
1.436538656E0,-2.084500122E1,-2.586000204E0,-1.343280029E2,1.359603392E2
1.444541547E0,-1.950600052E1,-1.990000129E0,-1.328880005E2,1.343267093E2
1.452540922E0,-1.865600014E1,-1.542000055E0,-1.328960114E2,1.342079504E2
1.460543227E0,-2.003800011E1,-2.696000099E0,-1.352260132E2,1.367291648E2
1.468545492E0,-1.970000076E1,-2.849000216E0,-1.356740112E2,1.371263802E2
1.476547875E0,-1.938900185E1,-1.980000138E0,-1.331119995E2,1.345312536E2
1.484547680E0,-1.921900177E1,-3.138000250E0,-1.312110138E2,1.326482085E2
1.492549047E0,-1.956900024E1,-2.997000217E0,-1.323260040E2,1.337987262E2
1.500552016E0,-2.138000107E1,-1.988000035E0,-1.327640076E2,1.344891754E2
1.508553735E0,-2.123900032E1,-1.697000027E0,-1.322080078E2,1.339138987E2
1.516554477E0,-2.048800087E1,-2.635000229E0,-1.332140045E2,1.348060548E2
1.524557836E0,-2.025100136E1,-2.525000095E0,-1.337740021E2,1.353216993E2
1.532562016E0,-1.939200020E1,-1.897000074E0,-1.342290039E2,1.356358130E2
1.540565219E0,-1.920800018E1,-2.698000193E0,-1.338920135E2,1.352896809E2
1.548565883E0,-2.109300041E1,-2.879000187E0,-1.335440063E2,1.352301924E2
1.556570219E0,-2.182100105E1,-3.139000177E0,-1.346540070E2,1.364467332E2
1.564567875E0,-2.063700104E1,-3.106000185E0,-1.332110138E2,1.348358530E2
1.572567485E0,-2.078900146E1,-2.101999998E0,-1.310930023E2,1.327477919E2
1.580566899E0,-1.941600037E1,-2.522000074E0,-1.317700043E2,1.332166490E2
1.588568422E0,-1.821300125E1,-3.777000189E0,-1.321080017E2,1.334110313E2
1.596567016E0,-1.939900017E1,-3.984000206E0,-1.322110138E2,1.336859964E2
1.604569438E0,-1.993800163E1,-3.218000174E0,-1.327690125E2,1.342962773E2
1.612567563E0,-1.993400002E1,-1.306000113E0,-1.335580139E2,1.350437450E2
1.620568344E0,-2.009800148E1,-1.964000106E0,-1.340010071E2,1.355140467E2
1.628567485E0,-2.000700188E1,-2.236999989E0,-1.352280121E2,1.367183219E2
1.636567211E0,-1.937500000E1,-1.537000060E0,-1.352350006E2,1.366245160E2
1.644565649E0,-1.931400108E1,-2.612000227E0,-1.331100006E2,1.345292736E2
1.652565180E0,-1.992500114E1,-3.033000231E0,-1.326580048E2,1.341802928E2
1.660566313E0,-2.118800163E1,-2.524000168E0,-1.337680054E2,1.354591498E2
1.668563891E0,-2.055100060E1,-1.820000052E0,-1.332170105E2,1.348051479E2
1.676564321E0,-1.986500168E1,-2.287000179E0,-1.312100067E2,1.327249582E2
1.684564906E0,-1.931000137E1,-2.608000040E0,-1.325520020E2,1.339765317E2
1.692563891E0,-1.837100029E1,-2.263000011E0,-1.355740051E2,1.368317422E2
1.700564946E0,-1.891200066E1,-1.671000123E0,-1.347910004E2,1.361215258E2
1.708565649E0,-1.924900055E1,-1.517000079E0,-1.341200104E2,1.355027767E2
1.716569047E0,-1.879900169E1,-1.665000081E0,-1.354620056E2,1.367703537E2
1.724572992E0,-1.978100014E1,-2.481000185E0,-1.341119995E2,1.355856620E2
1.732573031E0,-2.086600113E1,-3.122000217E0,-1.323160095E2,1.339875489E2
1.740569516E0,-2.128300095E1,-2.256000042E0,-1.332100067E2,1.349183514E2
1.748563188E0,-2.047500038E1,-2.279000044E0,-1.346670074E2,1.362337050E2
1.756559906E0,-1.922800064E1,-2.890000105E0,-1.348960114E2,1.362901390E2
1.764554594E0,-1.998600006E1,-3.695000172E0,-1.351100006E2,1.366301778E2
1.772551391E0,-2.062900162E1,-2.755000114E0,-1.354450073E2,1.370346516E2
1.780548617E0,-2.106000137E1,-2.331000090E0,-1.339930115E2,1.356579682E2
1.788548617E0,-2.123400116E1,-3.342000246E0,-1.325360107E2,1.342678141E2
1.796547797E0,-1.992800140E1,-3.208000183E0,-1.314290009E2,1.329699168E2
1.804544242E0,-1.917300034E1,-2.406000137E0,-1.316610107E2,1.330714640E2
1.812542875E0,-1.973900032E1,-1.924000144E0,-1.333330078E2,1.347999291E2
1.820543461E0,-1.992100143E1,-2.858000040E0,-1.337750092E2,1.352803295E2
1.828538696E0,-2.055600166E1,-1.996000051E0,-1.322120056E2,1.338153491E2
1.836537914E0,-2.040800095E1,-1.526000023E0,-1.323260040E2,1.338991655E2
1.844535492E0,-1.917800140E1,-2.325000048E0,-1.331119995E2,1.345065269E2
1.852530883E0,-1.843700027E1,-1.794000030E0,-1.327850037E2,1.340708716E2
1.860531235E0,-1.964800072E1,-2.197000027E0,-1.344490051E2,1.358948333E2
1.868531313E0,-2.086700058E1,-2.866000175E0,-1.348850098E2,1.365196379E2
1.876529047E0,-1.997000122E1,-1.771000028E0,-1.343370056E2,1.358247712E2
1.884524750E0,-1.924200058E1,-1.424000025E0,-1.340090027E2,1.353908976E2
1.892515649E0,-2.025100136E1,-2.439000130E0,-1.346670074E2,1.362029907E2
1.900512446E0,-2.030100060E1,-3.261000156E0,-1.339940033E2,1.355623756E2
1.908504828E0,-1.934900093E1,-3.162000179E0,-1.328840027E2,1.343225232E2
1.916502953E0,-1.958000183E1,-3.007000208E0,-1.337770081E2,1.352357438E2
1.924500453E0,-1.992900085E1,-2.952000141E0,-1.339980011E2,1.355040357E2
1.932495297E0,-2.108700180E1,-2.702000141E0,-1.344370117E2,1.361075772E2
1.940493813E0,-2.228400040E1,-3.176000118E0,-1.334230042E2,1.353083947E2
1.948489281E0,-2.123500061E1,-3.258000135E0,-1.335410004E2,1.352580445E2
1.956485297E0,-1.968300056E1,-2.747000217E0,-1.342230072E2,1.356863375E2
1.964480141E0,-1.945800018E1,-2.907000065E0,-1.341130066E2,1.355483787E2
1.972474672E0,-2.060400009E1,-2.387000084E0,-1.353350067E2,1.369152535E2
1.980472328E0,-2.137100029E1,-1.722000122E0,-1.339930115E2,1.356975020E2
1.988467524E0,-2.050100136E1,-2.819000244E0,-1.332130127E2,1.348107732E2
1.996462328E0,-1.937000084E1,-3.440000057E0,-1.332180023E2,1.346627888E2
2.004457758E0,-1.896000099E1,-2.578000069E0,-1.331130066E2,1.344812264E2
2.012451000E0,-1.932700157E1,-1.060000062E0,-1.328930054E2,1.342952250E2
2.020448696E0,-1.984900093E1,-1.928000093E0,-1.323280029E2,1.338222716E2
2.028446781E0,-2.028200150E1,-3.242000103E0,-1.314270020E2,1.330222801E2
2.036440414E0,-1.906400108E1,-2.489000082E0,-1.319960022E2,1.333888146E2
2.044433539E0,-1.859500122E1,-2.447000027E0,-1.324459991E2,1.337673524E2
2.052424047E0,-1.988300133E1,-2.562000036E0,-1.310970001E2,1.326209675E2
2.060419242E0,-1.941100121E1,-2.431000233E0,-1.318830109E2,1.333260113E2
